Airfoil
1.00020197 0.00103039
0.99032076 0.00414895
0.98043055 0.00722588
0.97053149 0.01026142
0.96062372 0.01325582
0.95070740 0.01620930
0.94078267 0.01912205
0.93084966 0.02199428
0.92090851 0.02482617
0.91095934 0.02761787
0.90100228 0.03036956
0.89103745 0.03308136
0.88106497 0.03575340
0.87108494 0.03838579
0.86109748 0.04097863
0.85110270 0.04353201
0.84110069 0.04604599
0.83109155 0.04852063
0.82107538 0.05095597
0.81105228 0.05335203
0.80102234 0.05570883
0.79098565 0.05802635
0.78094229 0.06030458
0.77089235 0.06254349
0.76083592 0.06474302
0.75077308 0.06690310
0.74070391 0.06902365
0.73062849 0.07110458
0.72054691 0.07314576
0.71045923 0.07514706
0.70036555 0.07710835
0.69026594 0.07902943
0.68016047 0.08091015
0.67004924 0.08275029
0.65993231 0.08454963
0.64980976 0.08630794
0.63968169 0.08802496
0.62954817 0.08970041
0.61940929 0.09133400
0.60926513 0.09292542
0.59911578 0.09447434
0.58896132 0.09598038
0.57880186 0.09744319
0.56863749 0.09886236
0.55846830 0.10023748
0.54829439 0.10156809
0.53811587 0.10285373
0.52793285 0.10409391
0.51774544 0.10528812
0.50755375 0.10643581
0.49735791 0.10753642
0.48715805 0.10858934
0.47695428 0.10959395
0.46674676 0.11054960
0.45653563 0.11145559
0.44632103 0.11231120
0.43610312 0.11311569
0.42588207 0.11386824
0.41565805 0.11456804
0.40543123 0.11521422
0.39520181 0.11580584
0.38496998 0.11634196
0.37473596 0.11682155
0.36449996 0.11724357
0.35426221 0.11760687
0.34402295 0.11791028
0.33378243 0.11815255
0.32354093 0.11833236
0.31329873 0.11844830
0.30305613 0.11849889
0.29230569 0.11843685
0.28144378 0.11817180
0.27058604 0.11769978
0.25973499 0.11701902
0.24889326 0.11612771
0.23806362 0.11502395
0.22724893 0.11370575
0.21645221 0.11217101
0.20567662 0.11041747
0.19492550 0.10844269
0.18420235 0.10624401
0.17351090 0.10381847
0.16285513 0.10116279
0.15223930 0.09827323
0.14166803 0.09514552
0.13114637 0.09177469
0.12067990 0.08815489
0.11027486 0.08427909
0.09993837 0.08013877
0.08967866 0.07572338
0.07950553 0.07101955
0.06943088 0.06600997
0.05946969 0.06067154
0.04964159 0.05497225
0.03997359 0.04886570
0.03050558 0.04228006
0.02130227 0.03509346
0.01248567 0.02706652
0.00436089 0.01757651
0.00000000 0.00000000
0.01584113 -0.00854316
0.02791837 -0.00930794
0.03930379 -0.00891777
0.05030250 -0.00799537
0.06103651 -0.00678014
0.07157054 -0.00539394
0.08194445 -0.00390859
0.09218528 -0.00237051
0.10231265 -0.00081169
0.11234154 0.00074476
0.12228386 0.00228153
0.13214938 0.00378525
0.14194636 0.00524537
0.15168191 0.00665337
0.16136227 0.00800222
0.17099302 0.00928607
0.18057922 0.01049996
0.19012546 0.01163961
0.19963603 0.01270127
0.20911490 0.01368167
0.21856580 0.01457786
0.22799224 0.01538717
0.23739754 0.01610716
0.24678487 0.01673557
0.25615724 0.01727031
0.26551754 0.01770937
0.27486851 0.01805086
0.28421279 0.01829297
0.29355290 0.01843394
0.30300447 0.01847396
0.31296389 0.01848550
0.32292371 0.01850515
0.33288423 0.01853143
0.34284574 0.01856294
0.35280850 0.01859835
0.36277277 0.01863642
0.37273879 0.01867595
0.38270678 0.01871584
0.39267698 0.01875501
0.40264958 0.01879245
0.41262478 0.01882720
0.42260278 0.01885834
0.43258375 0.01888500
0.44256786 0.01890635
0.45255528 0.01892159
0.46254617 0.01892997
0.47254067 0.01893077
0.48253892 0.01892330
0.49254108 0.01890690
0.50254726 0.01888095
0.51255759 0.01884485
0.52257220 0.01879802
0.53259120 0.01873994
0.54261470 0.01867008
0.55264282 0.01858794
0.56267564 0.01849308
0.57271329 0.01838503
0.58275585 0.01826339
0.59280342 0.01812774
0.60285608 0.01797773
0.61291394 0.01781298
0.62297708 0.01763317
0.63304558 0.01743799
0.64311953 0.01722713
0.65319901 0.01700032
0.66328410 0.01675732
0.67337488 0.01649787
0.68347144 0.01622175
0.69357384 0.01592878
0.70368218 0.01561876
0.71379653 0.01529153
0.72391696 0.01494694
0.73404356 0.01458486
0.74417641 0.01420516
0.75431559 0.01380776
0.76446118 0.01339256
0.77461327 0.01295951
0.78477193 0.01250854
0.79493725 0.01203964
0.80510933 0.01155276
0.81528825 0.01104791
0.82547411 0.01052511
0.83566699 0.00998437
0.84586700 0.00942573
0.85607423 0.00884925
0.86628879 0.00825500
0.87651079 0.00764306
0.88674032 0.00701354
0.89697752 0.00636653
0.90722248 0.00570217
0.91747533 0.00502060
0.92773620 0.00432197
0.93800521 0.00360644
0.94828250 0.00287421
0.95856820 0.00212546
0.96886245 0.00136039
0.97916541 0.00057924
0.98947722 -0.00021777
0.99979803 -0.00103039
