Airfoil
1.00021069 0.00102864
0.99033805 0.00423164
0.98045504 0.00738744
0.97056182 0.01049630
0.96065858 0.01355843
0.95074547 0.01657402
0.94082264 0.01954328
0.93089027 0.02246638
0.92094849 0.02534349
0.91099744 0.02817476
0.90103728 0.03096033
0.89106812 0.03370032
0.88109012 0.03639485
0.87110339 0.03904401
0.86110806 0.04164789
0.85110424 0.04420656
0.84109207 0.04672008
0.83107165 0.04918848
0.82104310 0.05161180
0.81100652 0.05399004
0.80096203 0.05632321
0.79090972 0.05861128
0.78084972 0.06085423
0.77078211 0.06305201
0.76070700 0.06520455
0.75062449 0.06731178
0.74053469 0.06937360
0.73043768 0.07138989
0.72033357 0.07336055
0.71022246 0.07528541
0.70010445 0.07716432
0.68997963 0.07899711
0.67984812 0.08078358
0.66971000 0.08252351
0.65956538 0.08421669
0.64941438 0.08586285
0.63925708 0.08746174
0.62909361 0.08901308
0.61892407 0.09051654
0.60874858 0.09197183
0.59856725 0.09337859
0.58838021 0.09473645
0.57818758 0.09604504
0.56798948 0.09730394
0.55778605 0.09851274
0.54757742 0.09967097
0.53736375 0.10077818
0.52714516 0.10183385
0.51692183 0.10283747
0.50669390 0.10378849
0.49646155 0.10468634
0.48622494 0.10553041
0.47598426 0.10632007
0.46573969 0.10705467
0.45549144 0.10773352
0.44523970 0.10835588
0.43498469 0.10892100
0.42472664 0.10942810
0.41446579 0.10987632
0.40420237 0.11026481
0.39393291 0.11059265
0.38343781 0.11083323
0.37293865 0.11096153
0.36243619 0.11097644
0.35193126 0.11087683
0.34142469 0.11066152
0.33091737 0.11032926
0.32041023 0.10987877
0.30990426 0.10930868
0.29940047 0.10861756
0.28889994 0.10780391
0.27840381 0.10686612
0.26791328 0.10580252
0.25742961 0.10461129
0.24695412 0.10329051
0.23648824 0.10183811
0.22603347 0.10025185
0.21559140 0.09852931
0.20516375 0.09666784
0.19475235 0.09466454
0.18435919 0.09251621
0.17398640 0.09021927
0.16363631 0.08776974
0.15331150 0.08516307
0.14301479 0.08239411
0.13274934 0.07945687
0.12251872 0.07634439
0.11232700 0.07304841
0.10217890 0.06955899
0.09207996 0.06586398
0.08203688 0.06194818
0.07205790 0.05779215
0.06215349 0.05337020
0.05233749 0.04864719
0.04262908 0.04357258
0.03305671 0.03806888
0.02366671 0.03200562
0.01454672 0.02512818
0.00591652 0.01677810
0.00000000 0.00000000
0.01428550 -0.01049814
0.02585732 -0.01273130
0.03693936 -0.01365487
0.04775137 -0.01392730
0.05838102 -0.01380322
0.06887463 -0.01341310
0.07926065 -0.01283442
0.08955826 -0.01211772
0.09978130 -0.01129816
0.10994024 -0.01040141
0.12004333 -0.00944692
0.13009724 -0.00844988
0.14010754 -0.00742244
0.15007894 -0.00637456
0.16001552 -0.00531447
0.16992083 -0.00424916
0.17979803 -0.00318459
0.18964997 -0.00212594
0.19947920 -0.00107774
0.20928805 -0.00004398
0.21907867 0.00097177
0.22885304 0.00196630
0.23861300 0.00293671
0.24836024 0.00388036
0.25809638 0.00479483
0.26782292 0.00567786
0.27754126 0.00652741
0.28725275 0.00734153
0.29695865 0.00811843
0.30666014 0.00885641
0.31635837 0.00955388
0.32605441 0.01020933
0.33574930 0.01082134
0.34544400 0.01138853
0.35513945 0.01190963
0.36483653 0.01238338
0.37453610 0.01280861
0.38423896 0.01318417
0.39394588 0.01350898
0.40387844 0.01380347
0.41381704 0.01408963
0.42375820 0.01436655
0.43370218 0.01463334
0.44364919 0.01488918
0.45359947 0.01513328
0.46355324 0.01536487
0.47351069 0.01558323
0.48347203 0.01578768
0.49343744 0.01597755
0.50340711 0.01615222
0.51338120 0.01631107
0.52335989 0.01645354
0.53334333 0.01657908
0.54333167 0.01668716
0.55332506 0.01677730
0.56332365 0.01684901
0.57332758 0.01690185
0.58333696 0.01693538
0.59335194 0.01694921
0.60337263 0.01694295
0.61339916 0.01691623
0.62343164 0.01686872
0.63347019 0.01680008
0.64351492 0.01671002
0.65356593 0.01659825
0.66362333 0.01646451
0.67368724 0.01630854
0.68375774 0.01613012
0.69383495 0.01592904
0.70391895 0.01570510
0.71400986 0.01545813
0.72410777 0.01518796
0.73421279 0.01489446
0.74432500 0.01457749
0.75444451 0.01423695
0.76457143 0.01387274
0.77470584 0.01348478
0.78484785 0.01307301
0.79499757 0.01263738
0.80515510 0.01217786
0.81532054 0.01169443
0.82549401 0.01118709
0.83567561 0.01065586
0.84586545 0.01010076
0.85606366 0.00952182
0.86627035 0.00891912
0.87648564 0.00829271
0.88670965 0.00764268
0.89694252 0.00696914
0.90718438 0.00627219
0.91743535 0.00555195
0.92769559 0.00480857
0.93796523 0.00404220
0.94824443 0.00325300
0.95853334 0.00244116
0.96883212 0.00160686
0.97914092 0.00075032
0.98945993 -0.00012826
0.99978931 -0.00102864
